game_str,play_id,batter,first_baserunner,second_baserunner,third_baserunner,runner,base_state,fielded_by,exit_velo_cats,outs,outs_confidence,fielder_pos_x,fielder_pos_y,fielder_pos_total,time_to_fielder,runner_start_pos_x,runner_start_pos_y,runner_start_pos_total,runner_sprint_speed,fielder_arm_strength,exit_velo,hard_hit,safe_prob,breakeven_prob,should_att,adv_att,safe,choice,team
y1_d028_CMS_YJD,233.0,,False,False,True,3B,001,6.0,soft,1.0,0.0,-32.2449,102.6348,107.58083354877856,1250,-55.4937,48.567,73.74485899837357,26.329450734871024,85.94916848829611,76.03937621836289,False,0.20819506,0.09,True,True,False,good,
y1_d028_CMS_YJD,375.0,YJD-0327,False,True,NA,2B,010,6.0,soft,1.0,0.0,-56.3139,133.1568,144.5752009144376,3750,-14.6163,112.5159,113.46128845778193,7.363762625180171,,67.88298389394696,False,0.9976603,0.1089,True,False,,passive,YJD
y1_d028_CMS_YJD,386.0,YJD-0185,False,YJD-0373,NA,2B,010,4.0,very_soft,1.0,1.0,35.5875,156.2394,160.24113163794743,2250,-15.9495,113.5254,114.64032011212286,27.42409597416121,,48.723582813004,False,0.9986237,0.1089,True,False,,passive,YJD
y1_d029_CMS_YJD,161.0,YJD-0185,False,YJD-0193,NA,2B,010,6.0,hard,1.0,0.0,-45.6987,129.5553,137.37884458598418,1550,-15.6255,118.0485,119.07814494062292,27.31528253560619,58.84360848354608,131.4596364375228,True,0.09700596,0.1089,False,True,False,aggressive,YJD
y1_d032_REC_QEA,272.0,,False,True,True,2B,011,1.0,very_soft,1.0,0.0,21.8976,48.534,53.245225530182516,2079,-14.0133,116.4033,117.24376669051537,19.16302612449146,58.42506493263068,18.63671407533667,False,0.9642688,0.4771,True,True,True,good,
y1_d032_REC_QEA,272.0,,False,True,True,3B,011,1.0,very_soft,1.0,0.0,21.8976,48.534,53.245225530182516,2079,-56.0295,51.792,76.30017125963742,27.327296921298156,58.42506493263068,18.63671407533667,False,0.30225405,0.0401,True,True,False,good,
y1_d033_AVV_YJD,61.0,AVV-2070,NA,AVV-2121,NA,2B,010,2.0,very_soft,0.0,1.0,-1.5807,18.9573,19.023086915114487,2100,-15.3903,117.3186,118.3237729285624,21.52313741070286,75.20429988423271,15.832343783387554,False,0.9926335,0.0922,True,True,True,good,AVV
y1_d033_REC_QEA,7.0,,False,True,True,2B,011,4.0,soft,1.0,0.0,55.4976,130.8048,142.09109510732895,2050,-13.3395,115.4802,116.24809182214562,22.20710156684123,54.0856935910735,71.88783901259376,False,0.9975859,0.4771,True,True,True,good,
y1_d033_REC_QEA,7.0,,False,True,True,3B,011,4.0,soft,1.0,0.0,55.4976,130.8048,142.09109510732895,2050,-53.5257,50.0388,73.2726556494986,24.810640620507947,54.0856935910735,71.88783901259376,False,0.99849844,0.0401,True,True,True,good,
y1_d033_REC_QEA,92.0,REC-1999,NA,True,True,2B,011,3.0,soft,0.0,0.0,44.9994,71.6142,84.57860037858276,1050,-9.3873,117.786,118.1594820456234,4.504897335123188,,76.84729813932438,False,0.99036074,0.6585,True,False,,passive,REC
y1_d033_REC_QEA,92.0,REC-1999,NA,True,True,3B,011,3.0,soft,0.0,0.0,44.9994,71.6142,84.57860037858276,1050,-54.9231,51.2286,75.10603418880537,4.389605904862106,,76.84729813932438,False,0.9845184,0.196,True,False,,passive,REC
y1_d035_AVV_YJD,213.0,AVV-2492,False,AVV-1053,True,2B,011,4.0,soft,1.0,0.0,41.2242,116.8203,123.88065691515362,1350,-13.08,118.1895,118.9110773235614,18.12717573148129,,82.09800481610613,False,0.9939294,0.4771,True,True,True,good,AVV
y1_d035_AVV_YJD,213.0,AVV-2492,False,AVV-1053,True,3B,011,4.0,soft,1.0,0.0,41.2242,116.8203,123.88065691515362,1350,-52.905,50.6193,73.22057468696897,25.82112391047304,,82.09800481610613,False,0.9964065,0.0401,True,True,True,good,AVV
y1_d036_HMN_RZQ,43.0,HMN-1212,NA,HMN-1226,NA,2B,010,5.0,very_soft,0.0,0.0,-77.1852,85.3098,115.04484810316366,1750,-13.896,116.3724,117.19912242743116,13.889144682088919,74.2644063254527,32.81916520248095,False,0.9975745,0.0922,True,False,,passive,HMN
y1_d036_HMN_RZQ,87.0,HMN-2351,NA,HMN-1594,NA,2B,010,4.0,medium,0.0,0.0,56.6292,128.016,139.98200794616426,2350,-18.6501,118.1718,119.6344454797614,21.77816603848906,49.80235152864204,111.2250633853702,True,0.9973673,0.0922,True,True,True,good,HMN
y1_d038_HMN_RZQ,5.0,HMN-1397,NA,HMN-1212,NA,2B,010,6.0,soft,0.0,0.0,-9.7245,132.8283,133.18379473922494,2100,-16.698,116.1588,117.35284411312747,26.552830357609583,77.11866994887319,70.61995115240993,False,0.9981628,0.0922,True,True,True,good,HMN
y1_d038_HMN_RZQ,18.0,RZQ-0347,NA,RZQ-0274,NA,2B,010,4.0,very_hard,0.0,1.0,56.4729,90.3594,106.55519509986362,2800,-13.704,113.6892,114.51215574182507,37.590023463679806,28.66684280569242,150.55857441890916,True,0.98226327,0.0922,True,False,,passive,RZQ
y1_d038_HMN_RZQ,32.0,RZQ-0214,NA,RZQ-0347,NA,2B,010,4.0,medium,1.0,0.0,18.7989,135.4857,136.78367426597373,2050,-19.2099,109.4154,111.08892840949542,24.20860219013074,60.33317703158955,118.71879237060213,True,0.99714214,0.1089,True,True,True,good,RZQ
y1_d038_HMN_RZQ,96.0,RZQ-0333,NA,True,NA,2B,010,4.0,soft,1.0,1.0,26.9178,125.8632,128.7094132963087,2150,-14.9964,112.7136,113.70684956465904,43.88818396789716,60.524333765368965,62.84454098420574,False,0.9772271,0.1089,True,True,True,good,RZQ
y1_d038_HMN_RZQ,176.0,RZQ-0347,NA,RZQ-0274,NA,2B,010,5.0,very_soft,1.0,0.0,-25.7907,52.4553,58.4527048525558,2350,-15.1764,112.1589,113.18101415948702,22.313006162326065,65.57287695039474,24.28942221398624,False,0.9935055,0.1089,True,True,True,good,RZQ
y1_d039_HMN_RZQ,37.0,HMN-1226,HMN-1071,NA,True,3B,101,1.0,very_soft,1.0,1.0,23.1921,41.6511,47.67271372200244,2150,-54.4641,52.2687,75.48745053649647,29.43211918975597,43.49772033242392,22.818288641730803,False,0.8938725,0.0759,True,True,True,good,HMN
y1_d039_HMN_RZQ,51.0,RZQ-0381,RZQ-0239,NA,True,3B,101,6.0,very_soft,1.0,1.0,7.4193,120.3363,120.56480046091396,2700,-52.2255,48.462,71.24653180506402,24.24003935640369,,16.818271046360355,False,0.99907565,0.0759,True,True,True,good,RZQ
y1_d039_HMN_RZQ,185.0,HMN-1071,NA,HMN-1883,NA,2B,010,1.0,very_soft,0.0,1.0,-13.0509,50.0034,51.67848684288269,1800,-13.4049,119.0805,119.83262003419603,22.59215129198619,67.29194269930237,44.016695310557395,False,0.98921925,0.0922,True,True,True,good,HMN
y1_d040_TKJ_YJD,177.0,YJD-0209,NA,NA,True,3B,001,3.0,medium,0.0,1.0,55.8657,73.641,92.43361573307625,1150,-54.1647,50.7852,74.24925093985797,6.873402650798098,,90.70029100959772,False,0.98892933,0.2894,True,False,,passive,YJD
y1_d040_TKJ_YJD,84.0,TKJ-2254,NA,NA,TKJ-1568,3B,001,3.0,soft,1.0,0.0,56.7606,90.9165,107.18010862380201,1050,-55.875,48.3039,73.85988342943685,28.930818515901006,,86.9054699240664,False,0.93761826,0.09,True,True,True,good,TKJ
y1_d040_TKJ_YJD,101.0,YJD-0345,NA,YJD-0025,NA,2B,010,3.0,medium,1.0,0.0,68.8923,71.6997,99.43337457503894,1700,-16.6062,117.2907,118.46043299317287,21.67275164809503,,91.65652623054328,False,0.9991917,0.1089,True,True,True,good,YJD
y1_d041_TKJ_YJD,66.0,TKJ-1132,NA,NA,True,3B,001,4.0,soft,0.0,0.0,20.8614,103.9698,106.04205449726066,1450,-58.7133,52.1664,78.54033922673112,10.868723016067806,51.08662346943351,66.79358308554076,False,0.99843174,0.2894,True,False,,passive,TKJ
y1_d042_TKJ_YJD,26.0,,False,True,False,2B,010,3.0,medium,1.0,0.0,57.0807,76.272,95.26607106672344,1450,-11.3871,115.5003,116.06026601081008,23.810086602110538,,95.87318823469731,False,0.99571157,0.1089,True,True,True,good,
y1_d042_TKJ_YJD,79.0,,False,False,True,3B,001,5.0,very_soft,1.0,0.0,-36.8172,65.9217,75.50613714612872,2600,-51.6705,46.7493,69.68025273160251,34.19349201236984,14.133425461031123,10.267970304675924,False,0.9082286,0.09,True,True,True,good,
y1_d042_TKJ_YJD,297.0,,False,True,False,2B,010,1.0,soft,0.0,0.0,0.0291,54.1086,54.10860782509563,600,-17.25,121.5417,122.75971382701249,27.522754077308548,,80.56723336244208,False,0.83872527,0.0922,True,True,True,good,
y1_d043_WJU_QEA,169.0,QEA-0249,NA,True,NA,2B,010,6.0,hard,0.0,2.0,-54.6846,134.1336,144.85243569274218,1900,-16.1766,118.2255,119.32707671693797,11.510697806823153,69.67524563907835,120.77669422926994,True,0.9916347,0.0922,True,False,,passive,QEA
y1_d043_WJU_QEA,173.0,QEA-0252,NA,QEA-0249,NA,2B,010,4.0,soft,1.0,0.0,58.5273,137.1738,149.13784312417152,1800,-16.9404,117.8313,119.0428175567514,20.742452121193427,63.79238070219973,67.26861069429543,False,0.9976083,0.1089,True,True,True,good,QEA
y1_d043_WJU_QEA,300.0,WJU-1386,NA,WJU-1346,NA,2B,010,4.0,soft,1.0,0.0,-2.1486,152.6763,152.69141777994597,1550,-17.6256,121.9185,123.18596680470547,24.224478941764794,66.88026028325396,87.64003172532452,False,0.94911957,0.1089,True,True,True,good,WJU
y1_d045_MHY_RZQ,159.0,MHY-1884,MHY-2352,NA,MHY-2391,3B,101,1.0,very_soft,1.0,0.0,11.2566,52.2087,53.408420677361356,1800,-55.8591,51.3636,75.88450736329517,18.019386560035812,30.223524024677026,22.026744156923204,False,0.9747721,0.0759,True,False,,passive,MHY
y1_d045_MHY_RZQ,160.0,MHY-1884,MHY-2352,NA,MHY-2391,3B,101,5.0,soft,1.0,0.0,-49.5645,91.7955,104.3218744104035,1800,-55.8225,51.3198,75.82791951708816,23.757664279133188,70.11584853986209,51.45794810803713,False,0.9979387,0.0759,True,True,True,good,MHY
y1_d045_VHS_YJD,61.0,YJD-0284,NA,NA,True,3B,001,1.0,medium,0.0,0.0,2.889,56.2569,56.33103157771922,650,-56.766,52.8543,77.56259268803487,24.691105200051357,64.01233724875044,94.67378127470839,False,0.38785303,0.2894,True,True,False,good,YJD
y1_d045_WJU_QEA,23.0,,False,True,False,2B,010,6.0,soft,0.0,0.0,-33.2091,144.3528,148.12351329431124,1550,-14.841,118.6737,119.59808674343415,13.992185247487386,75.87187429804268,83.00100351387466,False,0.6825133,0.0922,True,False,,passive,
y1_d046_MHY_RZQ,141.0,MHY-1884,NA,MHY-2391,NA,2B,010,5.0,soft,1.0,0.0,-51.3597,73.9377,90.02556451019899,1450,-16.506,117.7017,118.8534316664437,9.929419922633976,73.27543516403937,60.563225578641024,False,0.93330556,0.1089,True,False,,passive,MHY
y1_d046_MHY_RZQ,162.0,RZQ-0239,NA,RZQ-0038,NA,2B,010,6.0,soft,1.0,0.0,-59.6493,136.4571,148.92474317889557,1250,-14.8941,119.9796,120.90053197141029,23.33536072144587,60.30048421699586,89.07959804749436,False,0.0864433,0.1089,False,True,False,aggressive,RZQ
y1_d046_VHS_YJD,170.0,VHS-1235,NA,True,NA,2B,010,5.0,soft,1.0,0.0,-54.6246,74.5281,92.40283878090543,1450,-18.915,115.0608,116.60516678792582,11.043032192292076,62.890641446450886,58.23027681810437,False,0.9361102,0.1089,True,False,,passive,VHS
y1_d046_VHS_YJD,185.0,YJD-0185,NA,True,NA,2B,010,2.0,very_soft,0.0,1.0,-3.7056,20.3673,20.70165164063003,2450,-10.8201,120.1236,120.60992430546501,24.960788208708447,79.50782128314675,29.064039452523797,False,0.99026054,0.0922,True,True,True,good,YJD
y1_d046_VHS_YJD,188.0,YJD-0345,NA,False,True,3B,001,4.0,soft,1.0,1.0,30.5988,94.4748,99.30646704258488,1000,-55.0866,51.7605,75.5889069891211,7.004470001363514,44.53632866863859,88.41328665520685,False,0.99314183,0.09,True,False,,passive,YJD
y1_d046_VHS_YJD,9.0,VHS-1492,NA,VHS-1072,NA,2B,010,4.0,medium,1.0,0.0,20.3472,125.394,127.03410480591423,2000,-15.1248,114.4944,115.48907829920542,27.43644583396327,64.9243780598655,105.392200901116,True,0.9706652,0.1089,True,True,True,good,VHS
y1_d046_WJU_QEA,288.0,,False,True,False,2B,010,1.0,very_soft,1.0,0.0,-6.2358,46.6914,47.105966029792874,1450,-12.3492,119.8074,120.44216801187198,10.108468726765855,58.6926684501581,18.329869911222858,False,0.67390776,0.1089,True,False,,passive,
y1_d047_MHY_RZQ,66.0,RZQ-0169,NA,RZQ-0014,RZQ-0381,2B,011,6.0,soft,0.0,0.0,-53.637,115.1922,127.06758323758267,2112,-18.9708,115.4802,117.0280643464635,13.307491831407214,69.94236365381221,79.51560720139116,False,0.99032986,0.6585,True,False,,passive,RZQ
y1_d047_MHY_RZQ,66.0,RZQ-0169,NA,RZQ-0014,RZQ-0381,3B,011,6.0,soft,0.0,0.0,-53.637,115.1922,127.06758323758267,2112,-54.6855,49.8576,74.00192016434438,26.586248231770497,69.94236365381221,79.51560720139116,False,0.9757293,0.196,True,True,True,good,RZQ
y1_d047_MHY_RZQ,68.0,RZQ-0274,False,NA,True,3B,001,4.0,very_hard,1.0,0.0,26.4552,90.6882,94.4681280976817,3168,-53.514,48.9252,72.5080919004217,21.079411050784433,17.820881437406655,209.1769098879185,True,0.9909781,0.09,True,True,True,good,RZQ
y1_d047_MHY_RZQ,146.0,MHY-1634,NA,MHY-1107,True,2B,011,1.0,soft,0.0,0.0,-12.3624,45.5283,47.1768485027349,1650,-13.4355,117.402,118.16827943339956,8.760703017188389,81.8061179021366,83.55801710994437,False,0.65802306,0.6585,False,False,,good,MHY
y1_d047_MHY_RZQ,146.0,MHY-1634,NA,MHY-1107,True,3B,011,1.0,soft,0.0,0.0,-12.3624,45.5283,47.1768485027349,1650,-58.2609,52.857,78.66508067630771,11.053498754274175,81.8061179021366,83.55801710994437,False,0.70895463,0.196,True,False,,passive,MHY
